Tina Leblanc
Pasqual Giulietti
Giacobbe Castelli
Sig. Piero Mogherini
Bianca Jilani-Fattori
Liberto Balotelli-Fabrizi
Erika Pellegrini-Paruta
Raffaella Ferrata
Dott. Victoria Ginese 
Victoria Petralli
Luisa Lerner
Valentina Telesio
Margherita Balbo-Ceravolo
Dott. Germana Fittipaldi 
Luisa Caruso
Camilla Jacuzzi
Guido Ruberto
Luciana Palumbo
Sig. Azeglio Collina 
Ottavio Fracci
Vincenza Ficino
Silvestro Borrani
Giampaolo Iannotti
Guido Trillini
Luca Comencini
Federico Bosio
Amalia Bartoli
Dott. Sebastiano Verdi
Vincenzo Paolucci
Gioacchino Guidone
Lucia Bonolis
Pina Lussu
Sig. Donato Romagnoli
Sig.ra Susanna Cilibrasi
Sig. Tiziano Marinetti
Costanzo Mazzini
Ruggiero Lanfranchi
Armando Gagliano 
Sante Bellocchio
Maria T
Roberto Solari
Fiamma Cainero
Sig.ra Natalia Carnera 
Dott. Ansaldo Alfieri
Martino Turrini
Sandra Seddio
Sig. Micheletto Fieramosca
Greco Natta
Rosina Garozzo 
Sig.ra Bianca Barzini
Sig. Simone Accardo
Flavia Ferrara 
Sig. Sante Turrini
Pierina Bragadin-Campanella
Ottavio Bondumier
Giuseppe Disdero-Carullo
Gianluca Turchi
Alfredo Balla
Fernanda Grisoni 
Pierpaolo Satriani
Fiorenzo Filippelli 
Luciano Righi
Dott. Monica Mogherini 
Sig. Claudio Condoleo
Ippazio Gonzaga
Elena Camilleri
Gioacchino Nicolucci 
Mirco Virgilio
Bettina Marini
Lucrezia Granatelli-Tarantini
Giuliana Brunello-Lercari
Loretta Novaro
Ninetta Ponti
Sole Sonnino
Maria Ponti-Dossetti
Guido Gianvecchio-Grisoni
Mattia Valmarana
Sig.ra Natalia Buonauro
Sig. Fedele Porzio
Romina Pavanello
Sig.ra Tina Luxardo 
Giorgio Lollobrigida
Berenice T 
Edoardo Vespa 
Dott. Griselda Tarantino 
Giovanni Tebaldi 
Sig. Venancio Chiappetta 
Sig. Giacobbe Caracciolo 
Romana Botticelli-Pacetti
Sebastiano Pizziol
Massimiliano Acerbi
Antonello Zoppetto
Rosalia Tornatore
Dott. Nicoletta Spanevello 
Gianluca Naccari-Cadorna
Gianpietro Ariosto
Sig.ra Margherita Endrizzi 
Dott. Viridiana Malatesta
Dante Oliboni
Ottavio Lanfranchi-Boitani
Milo Pastine
Pasqual Gentileschi
Chiara Dellucci
Ermanno Bottaro
Dott. Leonardo Galvani
Fedele Galiazzo 
Marisa Cuomo-Panatta
Rodolfo Mannoia
Dott. Ottavio Armani 
Sig. Carmelo Milanesi
Costantino Pedroni
Sig. Fedele Lopresti
Dott. Gianmarco Bignami
Francesca Puccini
Dott. Liberto Surian 
Dott. Piergiorgio Montesano
Matilda Nosiglia
Sante Roero 
Armando Finetti 
Raimondo Righi
Emma Porcellato
Enzio Maspero
Pierangelo Spinola
Sig.ra Iolanda Stein
Telemaco Chiesa 
Sig. Benito Cardano 
Torquato Piazzi-Cicala
Amalia Silvestri-Angeli
Renzo Zito-Briccialdi
Girolamo Stradivari 
Adriano Bottigliero-Prada
Fabio Spallanzani
Arnaldo Fanucci
Flavia Balbo 
Monica Mogherini-Bertoni
Daria Trussardi
Camillo Zito
Dott. Michele Curatoli
Rolando Cuzzocrea
Tina Amato 
Sig.ra Raffaella Tamburini 
Cristina Cherubini-Boito
Elmo Bianchi
Sig.ra Giada Sauli 
Michela Anguillara
Michelotto Necci 
Danilo Marconi
Riccardo Grisoni
Pier Donarelli
Sig. Manuel Rienzo
Graziano Luna
Rossana Balbi
Niccolò Giannotti
Gaspare Curatoli 
Gaetano Baracca
Margherita Nicolini 
Gilberto Vigorelli
Fernanda Omma
Sig.ra Gemma Boldù 
Olga Falcone
Raffaella Argento 
Rosa Brambilla
Sig.ra Liliana Cerquiglini 
Giulietta Pulci 
Bianca Rusticucci
Piergiuseppe Pacetti
Eva Udinesi 
Lara Lucarelli
Gabriella Coppola
Sig.ra Sonia Simeoni 
Etta Riccati 
Sig.ra Loretta Sabatini 
Nicoletta Rossellini
Lolita Gentili
Tonino Montalti
Nino Cibin 
Licia Gaito
Luisa Callegaro-Marinetti
Dott. Marissa Antelami 
Caterina Lupo 
Calcedonio Naccari
Pierpaolo Tozzi
Sig. Fulvio Cabrini 
Dott. Fernanda Iannelli
Michelotto Ceci
Sig. Fulvio Bosurgi
Lolita Olivetti
Germana Petrucci
Serafina Druso
Sig. Azeglio Ginesio
Dott. Raffaello Pacomio
Bianca Persico
Angelo Caironi-Bondumier
Ilaria Crisafulli
Daniele Combi
Benedetto Gemito
Stefani Soffici 
Melina Morpurgo
Loredana Bersani
Romeo Comeriato
Gianluca Caboto-Ughi
Stefano Chechi
Pasqual Palladio
Sig.ra Elvira Tron 
Dott. Tullio Verdi
Corrado Trezzini
Morena Malacarne
Dott. Gioachino Goldoni 
Giulia Totino
Rolando Comboni 
Camillo Sauli
Adriana Visconti
Sig.ra Giovanna Angiolello 
Sig.ra Nadia Piccio 
Matilda Gabba 
Michelangelo Andreozzi 
Alessia Strangio
Pierangelo Papetti 
Sig.ra Isa Merisi 
Sig.ra Gianna Zampa
Cassandra Pennetta-Boldù
Virgilio Ponti
Dott. Lina Tamburello
Sig. Giuliano Toscanini 
Annibale Borromini-Berengario
Guglielmo Ceri 
Sig. Damiano Filippini
Lolita Foconi
Margherita Speri
Michele Farnese
Ida Pisaroni
Pierina Curci
Calogero Puccini
Cecilia Bosio
Elmo Bartoli
Vincenza Riccati 
Priscilla Pulci
Dott. Cirillo Guarato
Francesca Ortese 
Sig. Piergiuseppe Tommaseo 
Lauretta Grassi-Rizzoli
Beatrice Peano 
Dott. Griselda Randazzo
Amanda Baresi-Casagrande
Costantino Zarlino
Tiziana Perozzo
Michelangelo Cerutti
Flavia Tuzzolino
Letizia Botticelli
Gianna Roero 
Sig. Fausto Soranzo
Tonino Monduzzi 
Dott. Pierluigi Comencini
Fernanda Argento
Sig. Bruno Iacovelli
Berenice Paltrinieri-Parmitano
Bartolomeo Venier 
Allegra Renier 
Cristina Forza
Orlando Matteotti
Riccardo Ruberto
Sig.ra Bianca Totino 
Annalisa Renzi
Amalia Cugia 
Victoria Conte
Sylvia Scarpetta 
Greco Gabba-Metella
Milo Pizzo
Giovanna Collodi 
Dott. Tatiana Lovato 
Jacopo Pizziol
Sig.ra Zaira Prada
Sig.ra Tonia Mussolini
Lara Galtarossa 
Licia Martinelli-Fantozzi
Gilberto Salgari
Liberto Almagià 
Germana Legnante
Lara Barzini
Rosa Druso
Pietro Brenna
Dott. Tina Grimani 
Dott. Zaira Zacco
Dott. Delfino Sraffa
Dott. Silvia Ferrante
Sig. Raffaello Rossellini
Adele Bresciani
Sig. Gionata Alighieri 
Luchino Caracciolo
Teresa Tasso
Lilla Brancaccio 
Damiano Monaco-Argan
Dolores Bataglia-Rensi
Sig.ra Silvia Greco
Germana Foscari
Cesare Guarneri
Dott. Marcella Mondadori
Paulina Saffi
Rita Trentin-Faggiani
Sig.ra Tonia Ceri 
Federica Blasi
Paoletta Rosmini-Surian
Flora Trapani
Dott. Vincentio Canova
Zaira Giovine
Agostino Roth
Lorenzo Lupo 
Isabella Luxardo
Damiano Vanvitelli
Clelia Bixio-Scarlatti
Fiamma Boccherini 
Adelasia Trupiano
Ludovica Malenchini 
Gianluca Venditti
Mirco Montanari 
Ninetta Cilibrasi
Sig. Nico Totino
Michele Corradi-Fanucci
Rodolfo Bova-Bassi
Arturo Montessori
Gastone Scandone
Natalia Mortati
Severino Orlando
Antonina Galuppi 
Sig.ra Eva Binaghi
Emilio Farina
Silvia Visconti
Sig.ra Greca Gremese 
Piergiuseppe Collina
Dante Longhena
Rosalia Iadanza 
Alderano Manolesso
Sig. Adelmo Bonolis
Cipriano Anguillara
Sig.ra Roberta Bonino 
Sonia Mannoia
Jolanda Cicilia-Corbo
Pierangelo Bellò
Annalisa Visconti
Vincenza Redi-Pizziol
Adamo Taliercio-Monte
Sig.ra Cristina Avogadro 
Sig. Sebastiano Vidoni 
Dott. Sonia Farnese
Fiorenzo Nadi
Dott. Orazio Ricci
Tonino Oliboni
Sig. Aldo Prodi 
Sig.ra Sole Finetti
Lauretta Cadorna 
Licia Odescalchi
Dott. Amanda Fogazzaro 
Dott. Angelina Pertile 
Serafina Gozzi
Lilla Prodi
Sig.ra Ludovica Lupo 
Sig.ra Aurora Asprucci 
Antonio Romagnoli
Alessia Camuccini 
Piergiorgio Sollima
Irma Vergerio 
Adriana Michelangeli
Pietro Vergassola-Prati
Dott. Dolores Bernini
Michelangelo Piacentini
Mercedes Barozzi 
Ugolino Renault
Serafina Dulbecco
Giosuè Gori 
Irma Paltrinieri-Bosurgi
Tonia Monteverdi
Lauretta Fo
Fabrizio Casini
Benito Tonisto
Alessio Marinetti
Victoria Mercati
Dott. Ludovica Ferrata 
Ettore Turchetta-Desio
Maurizio Moneta
Bruno Corcos 
Dott. Pina Virgilio
Morena Bompiani-Trombetta
Dott. Gianna Garrone 
Lucrezia Vercelloni
Gianmarco Govoni-Baroffio
Marisa Argan 
Sig.ra Giuliana Costanzi 
Galasso Pareto
Sig.ra Donna Petrassi
Giovanna Pacelli-Marazzi
Aurora Trebbi-Peruzzi
Giacomo Pisano
Danilo Bompiani
Paride Vigliotti
Bettina Agnesi
Beatrice Caccioppoli
Sebastiano Foletti
Laureano Sauro
Severino Letta
Dott. Flavio Canetta 
Dott. Rocco Matteotti
Serafina Barcaccia 
Sig.ra Graziella Trupiano 
Dott. Annamaria Gualtieri 
Maria Mercalli 
Zaira Faranda-Odescalchi
Sig. Matteo Grifeo 
Dott. Allegra Luzi
Pasquale Paolini
Giustino Lancisi
Dott. Liliana Chiappetta 
Sig.ra Rossana Palladio
Elmo Mascheroni
Giulia Sgalambro
Sophia Michelangeli
Gianmarco Udinese 
Amanda Gonzaga 
Sig. Gianluca Toldo 
Dott. Ivan Mondadori
Beppe Disdero 
Roberto Pratesi
Sig. Ludovico Cibin 
Giorgio Fischetti 
Flavia Endrizzi
Enzio Gigli
Sandro Antonello
Sig.ra Romana Bonaventura 
Marissa Gulotta
Nino Leonardi
Salvatore Saragat
Nanni Anichini-Giannuzzi
Cirillo Brunelleschi
Giulio Iannotti-Sgarbi
Camilla Alonzi
Giulio Frescobaldi
Raffaella Cociarelli 
Romana Padovano
Martina Mantegazza 
Venancio Cocci
Ansaldo Spanevello
Sig. Mariano Tartaglia 
Sig. Ronaldo Stein 
Annunziata Broggini
Nedda Anichini
Fulvio Mengolo
Rosalia Zabarella
Dott. Chiara Stoppani
Valeria Blasi 
Amalia Babati 
Paola Moresi
Giorgia Musatti
Matilda Serraglio
Ernesto Bossi 
Veronica Petrocelli 
Lolita Petruzzi-Marsili
Francesca Cardano
Flora Anguillara
Dott. Giacinto Doglioni
Stefano Pisacane-Poerio
Dott. Amico Petralli 
Elvira Papetti
Donatello Toscani
Benito Muratori
Nedda Pincherle 
Biagio Guglielmi
Serafina Catalano 
Eliana Casini
Mirco Savorgnan-Parpinel
Vittoria Sanguineti 
Sandra Trevisan 
Vanessa Carducci
Sig.ra Marta Onisto
Dott. Pierangelo Rapisardi 
Dott. Ruggiero Modigliani 
Piergiorgio Emo
Concetta Bocca
Costantino Tamborini
Ivan Vecellio-Mondadori
Patrizia Guglielmi
Gaspare Balbo 
Valerio Ruggieri-Ceravolo
Dott. Ida Tomasetti
Amanda Druso
Griselda Longhena-Malacarne
Ugolino Spinola
Lamberto Bruno-Perozzo
Leonardo Cocci
Ricciotti Gaito-Bajamonti
Isabella Surian
Angelina Brugnaro-Campanella
Donato Cusano 
Donatella Bellò
Lilla Fuseli
Ornella Fermi
Eraldo Errigo
Lolita Argan
Michela Leonardi
Vanessa Cannizzaro
Giampiero Naccari
Laura Bartoli-Pertini
Barbara Parmitano
Tatiana Antonioni 
Gianluca Palazzo 
Evangelista Bianchini
Priscilla Cutrufo
Luisa Rosmini-Zecchini
Ettore Falcone
Dott. Cesare Montecchi
Gaetano Pizzamano
Marissa Einaudi
Stefani Santi
Piergiuseppe Sanguineti
Emma Bruscantini 
Donato Tiepolo
Cipriano Cimarosa
Dott. Gioffre Mercantini
Dott. Maurilio Bacosi
Edoardo Monte
Mariana Mortati
Serafina Galvani
Sig.ra Maura Boaga
Ilaria Fibonacci
Maria Pedersoli
Maria Cundari-Verga
Ornella Pizziol 
Sig.ra Clelia Jilani
Cirillo Ovadia
Manuel Barcaccia
Elena Zoppetto
Lauretta Filippini 
Licia Zecchini
Caterina Bevilacqua
Dott. Ottavio Tamborini 
Sig. Roberto Nadi 
Carla Ceci
Gianpaolo Murri
Sig. Raffaello Capone 
Dott. Goffredo Iadanza 
Dott. Aldo Niscoromni 
Mariana Zito
Dott. Dolores Travaglio 
Dott. Piero Briccialdi
Lazzaro Nievo 
Cassandra Verdone
Gianpaolo Depero
Telemaco Valmarana
Achille Travaglio
Berenice Impastato 
Ermenegildo Renault
Dott. Annamaria Bondumier
Antonello Iannotti
Rodolfo Angeli-Boccherini
Mercedes Contrafatto
Martina Gigli
Benito Buscetta 
Cecilia Grisoni
Antonio Pizzamano
Dott. Diana Scarpa
Benito Pacelli-Gregori
Sig. Sandro Filippini
Salvi Schiavo
Luciano Solimena-Giammusso
Sig.ra Paloma Sordi
Fiamma Roncalli
Sole Salandra
Alphons Bossi 
Geronimo Riccardi 
Rosalia Maderna
Amleto Morpurgo 
Teresa Forza
Lidia Condoleo
Marco Petruzzi 
Sig. Raffaellino Goldstein 
Dott. Donato Gatto
Pompeo Bonanno 
Sig.ra Clelia Rismondo 
Dott. Ricciotti Schiaparelli
Gioacchino Borghese
Sig.ra Mercedes Berlusconi 
Simonetta Scalera
Sig. Sante Anichini
Sig. Ludovico Trussardi
Dott. Matteo Solimena 
Gioele Buscetta
Sig. Torquato Ruberto 
Panfilo Bonomo
Ciro Condoleo
Sig.ra Alessandra Bianchi 
Panfilo Vianello 
Tiziano Lercari
Tullio Tartaglia
Marcella Pezzali
Dante Vidoni
Natalia Vergerio
Alberico Niscoromni
Sig.ra Camilla Lettiere 
Dott. Fabrizio Iacobucci 
Loredana Luzi
Raffaello Tanzini
Sig.ra Jolanda Fioravanti 
Rosa Manunta-Longhena
Amanda Torricelli
Flavia Iannuzzi
Veronica Cafarchia
Fedele Filangieri-Murialdo
Leonardo Abba
Manuel Pederiva
Margherita Gatto
Sig.ra Maura Dandolo 
Sig.ra Sophia Tutino
Stefania Pedrazzini
Sandro Cagnin
Silvia Correr
Claudia Turchi
Sig. Giampaolo Borromeo
Ugolino Veltroni
Fabrizio Bragadin
Sophia Soderini
Michelangelo Franzese
Luigi Vigliotti 
Berenice Galiazzo
Irma Chechi-Tacchini
Sig. Sabatino Gregorio 
Loretta Mozart
Federigo Petruzzi-Iadanza
Roman Mercati 
Ludovico Rusticucci-Merisi
Ludovica Mezzetta
Silvia Beccheria
Dott. Aldo Peranda
Ronaldo Giannini 
Eleanora Sagese
Sig. Matteo Contrafatto 
Eleanora Ughi
Sophia Scarponi
Sig.ra Romana Casarin 
Adamo Ceravolo
Sandro Bettin
Manuel Bianchi
Ottone Marenzio
Barbara Gullotta
Fabrizia Trobbiani
Martina Pergolesi-Vigorelli
Tonia Scotto 
Dott. Milo Bajardi
Dott. Rocco Majorana 
Giuseppe Tresoldi
Luciano Amaldi
Piersanti Bragaglia
Amadeo Bonatti-Cipolla
Ennio Gregori-Giacometti
Dott. Lara Rocca
Orazio Gaggini-Cilibrasi
Dott. Ivan Cherubini
Angelo Innocenti
Dott. Elena Antonetti
Venancio Cianciolo
Sig.ra Dolores Gemito
Vanessa Grasso-Omma
Raimondo Duodo 
Uberto Torlonia
Ennio Silvestri-Salieri
Camillo Merisi-Duse
Adele Catenazzi
Giampiero Lanfranchi
Mattia Cammarata 
Sig.ra Lina Asmundo
Ubaldo Scaramucci 
Luisa Brambilla
Pasquale Golgi 
Jolanda Sismondi
Panfilo Tozzi-Petrucelli
Imelda Geraci
Licia Brichese-Parpinel
Dott. Piergiuseppe Martucci
Dott. Silvia Polizzi
Natalia Tomasini
Salvi Armani
Gianmarco Caffarelli 
Tatiana Farnese
Giacomo Casale
Camillo Vespucci
Luciana Vigorelli
Isabella Cibin
Dott. Giulia Luna 
Angelo Gadda
Ronaldo Costanzi
Rosalia Manzoni
Atenulf Balotelli-Fermi
Sig. Elmo Mantegazza
Dott. Laura Borromini
Claudia Satriani-Bongiorno
Sig.ra Zaira Morandini
Pomponio Saracino-Chittolini
Sig.ra Barbara Fogazzaro 
Sig. Fausto Bertoli 
Rossana Muratori
Dott. Romana Pareto 
Pompeo Berengario
Rita Michelangeli
Ciro Petrucci
Pierina Corcos
Loredana Vecellio
Dott. Baldassare Mercati
Gustavo Metella
Milena Beccheria
Giovanna Viola
Enrico Balotelli 
Valentina Golino
Dott. Raffaele Baggio 
Sig. Luigi Calarco 
Dott. Loredana Broschi 
Vittoria Crisafulli
Sig.ra Diana Luciani 
Bernardo Malenchini 
Fulvio Ferrazzi
Flavia Vezzali
Franco Udinesi
Dott. Girolamo Foconi 
Susanna Nosiglia 
Silvestro Telesio 
Marcantonio Tremonti
Adamo Gagliardi
Cassandra Ferrazzi-Missoni
Ramona Ciani
Allegra Rizzo
Raffaella Turchi
Sig. Dionigi Soderini 
Giustino Tamburini
Uberto Moretti-Interminelli
Claudia Pavanello
Jolanda Borromeo
Sig. Amedeo Conte
Allegra Binaghi
Giosuè Maglio
Adele Corbo-Fornaciari
Dott. Gloria Sermonti 
Maria Lopresti
Sig.ra Antonella Pontecorvo 
Dott. Romeo Garibaldi
Piero Garozzo-Tosi
Liana Pergolesi
Barbara Cavalcanti-Interminelli
Carla Casarin
Vincenza Trebbi
Federico Tedesco
Niccolò Roero
Patrizia Scarponi
Saverio Gaito
Adele Veltroni-Ioppi
Raffaello Pavone
Saverio Galuppi
Delfino Columbo
Achille Falloppio
Sig.ra Natalia Trobbiani
Sig.ra Isabella Romano
Telemaco Battisti
Sig.ra Annetta Castioni 
Dott. Lucio Antonacci
Sig.ra Liliana Silvestri
Sig. Eraldo Leonetti
Nicoletta Canetta
Maura Gotti
Fabia Ossani
Dott. Annamaria Fattori 
Paola Tebaldi
Elvira Leoncavallo
Amadeo Crispi-Schiavone
Bettina Leoncavallo
Sig. Agostino Turchetta 
Sig. Liberto Agostinelli 
Damiano Serlupi
Dott. Daria Gaito 
Susanna Botta 
Ludovico Giulietti
Sig.ra Ornella Bellucci 
Gianna Bandello-Ruberto
Dott. Oreste Battaglia
Fortunata Giannini
Lina Rapisardi
Leonardo Valmarana 
Gioffre Fabbri
Arturo Buscetta
Imelda Lercari-Rensi
Santino Salgari-Vianello
Germana Pizziol
Sig.ra Mariana Morosini 
Sig. Annibale Puccini 
Fortunata Lucchesi
Berenice Montanelli-Badoglio
Adelmo Sgalambro 
Paulina Gussoni
Sig.ra Licia Ungaretti 
Filippa Surian 
Niccolò Eco
Puccio Onisto
Dott. Isabella Tedesco
Sophia Rosiello
Lauretta Camuccini
Piero Sermonti
Ottavio Satta
Sig.ra Laura Muti 
Victoria Carocci
Paolo Lattuada-Roth
Daria Vergassola
Ivan Mantegazza 
Sig.ra Vittoria Salata 
Lolita Orsini 
Sig.ra Marcella Camuccini
Dino Cipolla 
Eraldo Satta 
Roman Casini
Gloria Spinola-Badoglio
Ciro Lucchesi
Ermenegildo Casale
Sig. Pasquale Bosio 
Allegra Toninelli
Liliana Ferrari
Dott. Liana Orlando
Camilla Casellati
Amalia Buonauro
Antonia Rienzo
Gioacchino Gussoni-Barcella
Piergiorgio Ferrante 
Lara Gozzi 
Aria Roccabonella 
Arnulfo Vidoni
Niccolò Omma
Renata Cundari-Sollima
Sig. Arnaldo Novaro 
Dott. Susanna Bonino 
Adelasia Malipiero-Toscanini
Federico Maderna
Benito Pavanello-Fabbri
Dott. Cristina Battaglia
Nina Cherubini
Valeria Paolini
Dott. Lucia Stefanelli
Sig. Martino Morandini 
Marina Angeli
Sebastiano Deledda
Lamberto Majewski 
Leone Viviani-Bulzoni
Mauro Desio
Dott. Galasso Barese
Anita Mantegazza
Gabriella Guarneri-Alonzi
Dott. Flavia Luxardo 
Rossana Lucarelli
Erika Simeoni
Giustino Comeriato
Dott. Flavia Zampa
Loredana Innocenti 
Nadia Bernini
Gianmarco Saracino
Giovanna Canetta
Melissa Tuzzolino
Romeo Tozzi 
Lidia Papafava
Marina Ovadia
Gianluigi Scandone
Cesare Gibilisco 
Dott. Milena Nordio 
Monica Cicala
Ermanno Guidone
Sig. Federigo Carocci 
Pompeo Cimini 
Giuliano Mazzanti
Graziano Capecchi
Sole Montessori
Carla Virgilio
Licia Nordio 
Fausto Gozzi
Dott. Ilaria Canali 
Guido Mastroianni-Zampa
Claudia Agostinelli
Caterina Moretti
Benedetto Visintini
Carmelo Cannizzaro
Antonietta Gulotta 
Sig.ra Stefani Petrassi
Giada Perozzo-Malpighi
Luigina Bertolucci 
Dott. Donatello Bosio
Dott. Federico Babati 
Ferdinando Ricciardi
Donatello Brenna 
Gilberto Niscoromni
Sig. Luchino Montessori 
Serena Parpinel
Giorgio Scotto-Ungaretti
Dott. Laura Cherubini
Olga Contarini 
Greco Garobbio
Monica Montanariello
Dott. Goffredo Chiaramonte
Vanessa Barbarigo-Rismondo
Gioffre Jilani
Rosaria Iadanza
Antonia Vidoni
Franco Montalti
Zaira Pagliaro
Dott. Ippazio Gadda
Sig. Adriano Antonucci
Sig.ra Licia Luria 
Sig. Fredo Rosselli
Dott. Franco Armani
Annunziata Bragadin
Napoleone Angeli-Veltroni
Dott. Giustino Vendetti
Sig.ra Luisa Veneziano 
Arnulfo Salvo-Amato
Sig.ra Amanda Campise
Imelda Toscani
Arsenio Renzi
Carlo Ciani
Romolo Belletini
Lazzaro Rocca
Sig.ra Lina Bembo
Stella Bruno
Dott. Damiano Nolcini 
Caterina Boezio
Gaetano Modiano
Umberto Solari-Bottigliero
Niccolò Cavalcanti
Luisa Iannuzzi 
Maurilio Trezzini-Gagliardi
Ansaldo Zampa
Giulia Bramante
Gianfrancesco Lancisi
Alessia Toscani
Enzo Ruberto-Sanguineti
Sig. Raffaele Peano
Olga Abatantuono
Tina Baglioni
Sandro Rocca
Ottavio Barbarigo
Luisa Spinelli
Ida Lamborghini
Camilla Vendetti
Sig. Benvenuto Berengario
Sig.ra Concetta Russo
Gioachino Salandra 
Laura Pirelli-Polani
Liliana Einaudi
Martina Cabibbo 
Fiorino Valmarana
Marcello Ricolfi
Gabriele Gradenigo
Daria Baracca
Ornella Gentilini
Angelina Cavalcanti
Sig.ra Ornella Lippomano
Ottavio Stoppani
Pierpaolo Tosi 
Martino Boezio
Diana Federico
Ciro Bettoni
Sig.ra Angelica Renier
Lolita Beffa 
Sig.ra Romina Scalera
Luchino Callegari
Lazzaro Bernardi
Dott. Bianca Terragni
Costantino Leopardi
Dott. Pompeo Adinolfi 
Giacinto Antonello
Filippa Trincavelli 
Atenulf Valentino 
Dina Cocci
Milena Mazzanti
Dott. Gionata Barberini
Martino Silvestri
Dott. Lina Nosiglia
Riccardo Orsini 
Elisa Bongiorno-Vendetti
Dott. Valentina Modigliani
Dott. Valeria Tuzzolino
Luca Moschino
Annamaria Morandi 
Amleto Tresoldi-Santi
Sig. Maurilio Vanvitelli
Nicolò Dandolo 
Ninetta Parpinel
Lisa Camilleri
Panfilo Schiavo
Raimondo Ferragni 
Dott. Emma Borsiere
Sig. Michelotto Notarbartolo 
Dott. Luisa Mercantini 
Ludovica Antonucci
Nanni Pozzecco
Nicola Liguori
Monica Casini
Donna Roth
Gioffre Petrucelli 
Cecilia Riccardi
Ivan Farina-Musatti
Benito Zeffirelli
Cirillo Barcaccia
Graziano Lovato
Serena Fornaciari
Fiamma Vergerio 
Sig. Francesco Bonino 
Fortunata Guicciardini 
Arsenio Doglioni
Lorenzo Cortese
Arsenio Galvani
Sig.ra Serafina Cutuli 
Sig.ra Francesca Bova 
Sig.ra Margherita Scamarcio 
Sig.ra Berenice Paoletti 
Sig.ra Iolanda Nitto
Sig.ra Stella Balbi 
Sig. Enzo Leonardi 
Stefano Palazzo 
Sig.ra Maria Basadonna 
Annibale Ciani
Valeria Panzera
Sig.ra Dolores Castioni
Annamaria Fuseli 
Tiziano Pometta
Giampiero Celentano
Loredana Campano
Gianni Ruffini
Dott. Pierluigi Vittadello 
Paloma Bruscantini
Sig. Ferdinando Cusano 
Eva Oscuro
Aurora Mazzocchi-Renzi
Sig.ra Amalia Grimani
Dott. Guglielmo Marazzi 
Germana Cilea
Martina Storladi 
Alina Ludovisi
Susanna Ceri
Sig.ra Giulietta Tarantini 
Lucrezia Veneziano
Ornella Bruscantini
Santino Endrizzi
Paolo Badoer
Ilaria Moccia
Dott. Antonia Babbo
Adele Nadi 
Marco Cossiga 
Tatiana Sgarbi
Mauro Nicolucci 
Pellegrino Filangieri 
Sig.ra Matilda Giannini
Dott. Tonia Inzaghi
Benvenuto Prati
Dott. Patrizia Lopresti
Sole Binaghi
Costantino Serlupi-Rienzo
Ronaldo Errani
Silvio Cossiga
Dott. Clelia Salandra
Bianca Quasimodo
Lazzaro Bongiorno-Agnesi
Vincenza Granatelli 
Nicoletta Monaco-Guarana
Donatella Gozzano 
Matilda Montecchi
Fredo Scarponi
Sig. Gilberto Piacentini
Annetta Iannuzzi
Gianfranco Bonanno 
Mauro Brunello-Micca
Beatrice Gori
Rocco Cipolla
Maura Mantegazza
Melina Cremonesi
Dott. Ezio Fracci 
Ennio Dossetti
Guglielmo Nolcini 
Sig.ra Federica Bignami 
Sabatino Pratesi 
